Date,Open,High,Low,Close,Adj Close,Volume
2019-03-20,52.750000,53.500000,49.500000,49.799999,38.707420,2350800
2019-03-21,49.990002,50.000000,48.200001,48.980000,38.070068,1764700
2019-03-22,48.799999,49.950001,48.160000,48.599998,37.774715,844700
2019-03-25,48.599998,49.400002,48.000000,49.150002,38.202206,440900
2019-03-26,49.000000,49.750000,48.180000,48.849998,37.969025,504700
2019-03-27,49.000000,50.779999,49.000000,50.099998,38.940594,1788600
2019-03-28,50.900002,51.000000,49.915001,50.849998,39.523544,585400
2019-03-29,49.520000,52.480000,49.180000,51.630001,40.129799,1769000
2019-04-01,52.299999,54.389999,51.250000,53.500000,41.583271,19663400
2019-04-02,55.119999,57.389999,54.299999,56.250000,43.720734,17414200
2019-04-03,57.080002,57.200001,55.509998,56.880001,44.210400,15066200
2019-04-04,57.200001,60.520000,57.099998,59.709999,46.410042,13309200
2019-04-05,58.389999,58.980000,56.270000,57.240002,44.490211,17000800
2019-04-08,56.500000,58.389999,56.270000,57.150002,44.420258,10764600
2019-04-09,56.799999,57.200001,56.080002,56.270000,43.736271,9179900
2019-04-10,55.990002,56.410000,55.099998,55.709999,43.301014,9081900
2019-04-11,55.700001,56.209999,54.830002,54.889999,42.663654,7346100
2019-04-12,55.930000,58.330002,55.930000,58.299999,45.314110,9281700
2019-04-15,58.570000,58.849998,57.290001,57.779999,44.909931,5727300
2019-04-16,58.709999,58.990002,57.840000,58.500000,45.469555,6681600
2019-04-17,58.950001,59.049999,58.200001,58.320000,45.329651,6420700
2019-04-18,58.360001,58.610001,57.549999,57.770000,44.902168,5178800
2019-04-22,57.480000,58.410000,57.259998,57.889999,44.995430,4401700
2019-04-23,57.290001,57.840000,57.000000,57.639999,44.801117,5687200
2019-04-24,57.490002,57.889999,55.865002,55.980000,43.510876,5431300
2019-04-25,55.759998,55.980000,54.820000,55.330002,43.005653,6260500
2019-04-26,55.299999,55.599998,54.950001,55.250000,42.943470,4009800
2019-04-29,55.049999,55.685001,54.799999,55.500000,43.137787,5935200
2019-04-30,55.759998,57.205002,55.599998,56.730000,44.093815,6454100
2019-05-01,56.820000,57.480000,55.880001,56.130001,43.627460,7644400
2019-05-02,55.540001,56.490002,52.029999,52.700001,40.961464,13932700
2019-05-03,53.200001,53.349998,51.720001,53.299999,41.427822,7401700
2019-05-06,52.150002,54.029999,51.700001,53.459999,41.552177,6089500
2019-05-07,52.860001,53.325001,52.650002,52.950001,41.155781,7330800
2019-05-08,53.330002,53.395000,52.310001,52.480000,40.790466,5390700
2019-05-09,52.259998,53.139999,51.549999,52.930000,41.140228,4579700
2019-05-10,52.939999,53.714001,52.490002,53.070000,41.249050,4758100
2019-05-13,52.279999,52.549999,50.759998,50.950001,39.601269,4213100
2019-05-14,51.330002,53.000000,50.840000,52.480000,40.790466,4204500
2019-05-15,51.980000,53.325001,51.669998,52.950001,41.155781,2928700
2019-05-16,53.290001,53.549999,52.730000,52.980000,41.179096,3689700
2019-05-17,52.340000,52.520000,50.660000,50.799999,39.484676,4440800
2019-05-20,50.400002,50.540001,49.919998,50.080002,38.925064,5168400
2019-05-21,50.279999,51.189999,50.020000,50.630001,39.352547,4968400
2019-05-22,50.459999,50.610001,49.965000,50.209999,39.026096,3019100
2019-05-23,49.500000,49.860001,48.209999,48.709999,37.860203,4919200
2019-05-24,49.389999,49.575001,48.439999,49.200001,38.241058,2918900
2019-05-28,49.369999,49.430000,48.099998,48.560001,37.743618,6613000
2019-05-29,48.200001,49.430000,48.009998,48.709999,37.860203,3525900
2019-05-30,48.119999,48.590000,48.020000,48.470001,38.222965,3777600
2019-05-31,47.959999,48.000000,46.750000,46.759998,36.874466,3396900
2019-06-03,46.849998,47.959999,46.849998,47.959999,37.820774,5905200
2019-06-04,48.680000,49.930000,48.639999,49.930000,39.374294,7043000
2019-06-05,50.490002,50.570000,49.049999,50.340000,39.697624,6413300
2019-06-06,50.279999,51.310001,50.150002,51.060001,40.265408,6228100
2019-06-07,51.130001,51.689999,50.869999,51.299999,40.454670,5391100
2019-06-10,51.720001,52.099998,51.580002,51.619999,40.707024,5434400
2019-06-11,52.000000,52.169998,51.560001,52.040001,41.038227,5144300
2019-06-12,52.060001,52.639999,51.680000,52.490002,41.393097,3103900
2019-06-13,52.680000,52.950001,52.040001,52.880001,41.700649,4179800
