Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,7.374124,7.374124,7.291268,7.291268,1.555767,407940
1962-01-03,7.291268,7.355003,7.291268,7.355003,1.569365,305955
1962-01-04,7.355003,7.355003,7.278521,7.281708,1.553726,274575
1962-01-05,7.272148,7.272148,7.125558,7.138305,1.523127,384405
1962-01-08,7.131931,7.131931,6.947100,7.004461,1.494569,572685
1962-01-09,7.036329,7.176546,7.036329,7.087317,1.512248,517770
1962-01-10,7.100064,7.131931,7.100064,7.100064,1.514968,313800
1962-01-11,7.119184,7.176546,7.119184,7.176546,1.531289,337335
1962-01-12,7.189293,7.240280,7.189293,7.189293,1.534007,462855
1962-01-15,7.214786,7.237094,7.214786,7.221160,1.540807,266730
1962-01-16,7.214786,7.214786,7.144678,7.144678,1.524487,266730
1962-01-17,7.112811,7.112811,7.010835,7.029955,1.500008,439320
1962-01-18,7.049076,7.119184,7.049076,7.049076,1.504089,392250
1962-01-19,7.049076,7.068196,6.972594,7.055449,1.505448,423630
1962-01-22,7.055449,7.125558,7.036329,7.042702,1.502729,290265
1962-01-23,7.039516,7.049076,6.959847,6.972594,1.487769,392250
1962-01-24,6.972594,7.010835,6.937540,7.010835,1.495928,431475
1962-01-25,7.010835,7.068196,6.921606,6.934353,1.479611,337335
1962-01-26,6.934353,6.959847,6.896112,6.899299,1.472130,258885
1962-01-29,6.899299,6.947100,6.781389,6.781389,1.446971,611910
1962-01-30,6.781389,6.819630,6.695347,6.695347,1.428613,776655
1962-01-31,6.762269,6.908859,6.762269,6.908859,1.474169,800190
1962-02-01,6.978967,7.087317,6.978967,7.068196,1.508168,674670
1962-02-02,7.068196,7.112811,7.036329,7.112811,1.517688,533460
1962-02-05,7.112811,7.112811,6.985341,7.023582,1.498649,329490
1962-02-06,7.023582,7.036329,6.998088,7.029955,1.500213,274575
1962-02-07,7.036329,7.074570,7.036329,7.036329,1.501573,266730
1962-02-08,7.036329,7.074570,7.036329,7.042702,1.502934,23535
1962-02-09,7.042702,7.093690,7.010835,7.093690,1.513815,455010
1962-02-12,7.093690,7.151052,7.087317,7.100064,1.515175,298110
1962-02-13,7.100064,7.106437,6.985341,6.985341,1.490693,274575
1962-02-14,6.985341,7.010835,6.959847,6.972594,1.487972,219660
1962-02-15,6.972594,6.972594,6.940727,6.947100,1.482531,243195
1962-02-16,6.947100,6.972594,6.940727,6.940727,1.481172,235350
1962-02-19,6.940727,6.972594,6.857871,6.870618,1.466209,298110
1962-02-20,6.873805,6.908859,6.873805,6.873805,1.466890,305955
1962-02-21,6.873805,6.921606,6.822817,6.822817,1.456009,384405
1962-02-23,6.832377,6.857871,6.832377,6.845124,1.460770,305955
1962-02-26,6.845124,6.851498,6.806883,6.819630,1.455329,313800
1962-02-27,6.819630,6.876992,6.781389,6.832377,1.458049,368715
1962-02-28,6.832377,6.845124,6.794136,6.845124,1.460770,282420
1962-03-01,6.870618,6.927980,6.870618,6.927980,1.478450,298110
1962-03-02,6.985341,7.023582,6.985341,6.985341,1.490693,258885
1962-03-05,6.985341,6.985341,6.934353,6.959847,1.485252,376560
1962-03-06,6.959847,6.991714,6.947100,6.966221,1.486613,196125
1962-03-07,6.966221,6.988528,6.947100,6.988528,1.491372,133365
1962-03-08,6.988528,7.004461,6.947100,7.004461,1.494773,196125
1962-03-09,7.010835,7.049076,7.010835,7.049076,1.504294,305955
1962-03-12,7.049076,7.068196,7.023582,7.042702,1.502934,298110
1962-03-13,7.042702,7.042702,7.010835,7.036329,1.501573,133365
1962-03-14,7.036329,7.055449,7.010835,7.023582,1.498854,211815
1962-03-15,7.023582,7.061823,7.010835,7.010835,1.496132,258885
1962-03-16,7.010835,7.042702,7.010835,7.042702,1.502934,172590
1962-03-19,7.055449,7.087317,7.055449,7.061823,1.507014,392250
1962-03-20,7.049076,7.049076,7.017208,7.017208,1.497493,172590
1962-03-21,7.017208,7.036329,6.998088,7.023582,1.498854,274575
1962-03-22,6.998088,6.998088,6.947100,6.947100,1.482531,251040
1962-03-23,6.953474,6.985341,6.953474,6.972594,1.487972,196125
