Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.000000,0.223380,0.222222,0.223380,0.064498,0
1962-01-03,0.000000,0.221065,0.219907,0.219907,0.063495,345600
1962-01-04,0.000000,0.221065,0.217593,0.217593,0.062827,216000
1962-01-05,0.000000,0.215856,0.214120,0.214120,0.061825,129600
1962-01-08,0.000000,0.212384,0.210648,0.210648,0.060822,172800
1962-01-09,0.000000,0.212963,0.212963,0.212963,0.061491,43200
1962-01-10,0.000000,0.217593,0.214699,0.217593,0.062827,172800
1962-01-11,0.000000,0.217593,0.216435,0.216435,0.062493,172800
1962-01-12,0.000000,0.217593,0.214120,0.214120,0.061825,259200
1962-01-15,0.000000,0.215856,0.214120,0.214120,0.061825,129600
1962-01-16,0.000000,0.215856,0.212963,0.212963,0.061491,345600
1962-01-17,0.000000,0.215278,0.212963,0.214120,0.061825,259200
1962-01-18,0.000000,0.212963,0.212384,0.212384,0.061323,172800
1962-01-19,0.000000,0.214699,0.213542,0.214699,0.061992,129600
1962-01-22,0.000000,0.212963,0.212384,0.212384,0.061323,172800
1962-01-23,0.000000,0.212963,0.210648,0.210648,0.060822,259200
1962-01-24,0.000000,0.210648,0.209491,0.210069,0.060655,302400
1962-01-25,0.000000,0.210648,0.208912,0.209491,0.060488,129600
1962-01-26,0.000000,0.210648,0.208912,0.208912,0.060321,561600
1962-01-29,0.000000,0.211806,0.209491,0.211806,0.061156,216000
1962-01-30,0.000000,0.214699,0.210648,0.210648,0.060822,734400
1962-01-31,0.000000,0.215278,0.212384,0.215278,0.062159,345600
1962-02-01,0.000000,0.217014,0.214699,0.217014,0.062660,388800
1962-02-02,0.000000,0.228009,0.217593,0.227431,0.065668,2160000
1962-02-05,0.000000,0.240741,0.233796,0.237269,0.068509,1944000
1962-02-06,0.000000,0.248264,0.239583,0.247685,0.071516,2289600
1962-02-07,0.000000,0.259259,0.250000,0.250000,0.072184,3369600
1962-02-08,0.000000,0.253472,0.245949,0.247106,0.071349,1382400
1962-02-09,0.000000,0.247106,0.241898,0.246528,0.071182,777600
1962-02-12,0.000000,0.244213,0.243056,0.244213,0.070514,216000
1962-02-13,0.000000,0.244213,0.241319,0.241898,0.070011,734400
1962-02-14,0.000000,0.240741,0.233796,0.234954,0.068001,1080000
1962-02-15,0.000000,0.234954,0.232639,0.234954,0.068001,302400
1962-02-16,0.000000,0.234954,0.233218,0.233796,0.067666,172800
1962-02-19,0.000000,0.232060,0.232060,0.232060,0.067164,43200
1962-02-20,0.000000,0.229745,0.228009,0.228009,0.065991,86400
1962-02-21,0.000000,0.229167,0.222222,0.222222,0.064316,604800
1962-02-23,0.000000,0.221065,0.219907,0.219907,0.063646,432000
1962-02-26,0.000000,0.224537,0.221065,0.224537,0.064986,259200
1962-02-27,0.000000,0.227431,0.223380,0.227431,0.065824,302400
1962-02-28,0.000000,0.230324,0.224537,0.224537,0.064986,475200
1962-03-01,0.000000,0.226852,0.224537,0.225116,0.065154,259200
1962-03-02,0.000000,0.223958,0.223380,0.223958,0.064819,345600
1962-03-05,0.000000,0.225694,0.224537,0.224537,0.064986,216000
